transaction_id,transaction_ts,customer_id,customer_name,gender,age,signup_date,county,town,merchant_id,merchant_name,category,product,quantity,unit_price_kes,discount_pct,amount_kes,delivery_fee_kes,channel,payment_method,device_os,status,rating,session_id,delivery_days
TXN204275,2025-08-30 21:59:00,CUST5754,Cherono Kimani,Female,34,2025-06-12,Nakuru,Naivasha,MER1030,Baraka Ltd,Groceries,Milk 500ml x12,2,1274.0,20,2038.4,150,USSD,M-Pesa,Android,Completed,,SES704274,2
TXN200669,2025-08-30 22:07:36,CUST5639,Wafula Githinji,Male,44,2024-11-06,Nakuru,Bahati,MER1101,Soko Hub,Groceries,Sukari 1kg,2,1667.0,0,3334.0,0,USSD,Airtel Money,Android,Completed,,SES700669,
TXN213288,2025-08-30 22:32:30,CUST5323,Naliaka Chege,Female,33,2024-06-27,Kisumu,Milimani,MER1012,Rafiki Traders,Airtime & Data,Airtime Voucher 250,1,1408.0,0,1408.0,0,Mobile App,M-Pesa,Android,Completed,5,SES713280,
TXN201358,2025-08-31 08:20:13,CUST5129,Onyango Langat,Male,30,2024-03-16,kisumu,Milimani,MER1090,Rafiki Collection,Financial Services,Insurance Premium,3,2962.0,0,8886.0,0,USSD,Card,Web Browser,Completed,,SES701358,
TXN204834,2025-08-31 08:35:01,CUST5515,Fatuma Osoro,Female,41,2025-06-03,Kakamega,Kakamega Town,MER1034,Tumaini Mart,Transport,Matatu Fare,1,1892.0,0,1892.0,0,Mobile App,M-Pesa,Web Browser,Completed,2,SES704832,
TXN205507,2025-08-31 09:01:37,CUST5530,Kipchumba Karanja,Male,37,2024-02-07,Nairobi,Langata,MER1093,Rafiki Stores,Utilities,KPLC Token,1,2670.0,5,2536.5,0,Mobile App,Airtel Money,Android,Completed,,SES705505,
TXN203202,2025-08-31 09:02:21,CUST6013,Mutiso Nzioka,Male,31,2025-06-02,Nakuru,Lanet,MER1037,Imani Hub,Airtime & Data,Airtime Voucher 250,3,552.0,0,1656.0,0,Agent Outlet,Cash,Feature Phone,Completed,4,SES703201,
TXN214936,2025-08-31 09:16:35,CUST6200,Nekesa Karanja,Female,45,2025-08-02,Nairobi,Ruaraka,MER1067,Baraka Enterprises,Airtime & Data,Safaricom Airtime 100,1,102.0,0,102.0,0,Agent Outlet,M-Pesa,Web Browser,Pending,,SES714927,
TXN210302,2025-08-31 09:24:47,CUST6101,Mutuku Mbugua,Male,27,2024-11-10,Meru,Timau,MER1087,Zawadi Stores,Agriculture,Maize Seed 2kg,2,11535.0,0,23070.0,150,Web,Bank Transfer,Android,Completed,4,SES710296,3
TXN203447,2025-08-31 10:04:43,CUST6585,Njoroge Ndung'u,Male,28,2024-03-23,Nyeri,Othaya,MER1094,Bidii Collection,Health & Beauty,Vitamin C Tablets,1,3433.0,0,3433.0,300,USSD,M-Pesa,iOS,Failed,,SES703446,
TXN202397,2025-08-31 10:08:43,CUST6678,Rotich Ali,Male,33,2025-05-04,Machakos,Athi River,MER1094,Bidii Collection,Health & Beauty,Braiding Hair Pack,1,766.0,0,766.0,100,Mobile App,M-Pesa,Web Browser,Completed,,SES702396,2
TXN208928,2025-08-31 10:25:28,CUST5691,Amina Ndung'u,Female,18,2024-01-30,Uasin Gishu,Langas,MER1090,Rafiki Collection,Financial Services,School Fees Payment,1,12035.0,0,12035.0,0,Web,M-Pesa,Android,Completed,4,SES708923,
TXN201165,2025-08-31 10:33:27,CUST5966,Adhiambo Cheruiyot,Female,26,2023-12-11,Nakuru,Lanet,MER1090,Rafiki Collection,Financial Services,Savings Deposit,1,22911.0,0,22911.0,0,USSD,M-Pesa,Android,Completed,,SES701165,
TXN206124,2025-08-31 10:41:24,CUST5952,Odhiambo Nzioka,Male,33,2024-11-03,Nairobi,Karen,MER1042,Tumaini Mart,Airtime & Data,Safaricom Airtime 100,5,94.0,0,470.0,0,Mobile App,Bank Transfer,Android,Refunded,,SES706121,
TXN205007,2025-08-31 11:02:32,CUST5366,Chebet Ogutu,Female,43,2025-08-11,Nyeri,Karatina,MER1106,Tumaini Hub,Food & Beverage,Nyama Choma Platter,3,2128.0,0,6384.0,350,Web,Cash,iOS,Pending,,SES705005,
TXN207122,2025-08-31 11:05:05,CUST5041,Jepkosgei Githinji,Female,35,2025-07-15,mombasa,Likoni,MER1005,Furaha Mart,Health & Beauty,Braiding Hair Pack,4,1302.0,25,3906.0,350,Agent Outlet,M-Pesa,Android,Completed,4,SES707119,3
TXN209578,2025-08-31 11:17:37,CUST6726,Njoroge Chege,Male,18,2025-02-21,Kajiado,Kitengela,MER1009,Bora Collection,Health & Beauty,Braiding Hair Pack,-2,817.0,5,776.15,250,Web,M-Pesa,iOS,Completed,3,SES709572,5
TXN209674,2025-08-31 11:31:27,CUST5149,Barasa Mwende,Male,27,2024-12-11,Nairobi,Kasarani,MER1081,Baraka Ltd,Airtime & Data,Safaricom Airtime 100,4,1229.0,0,4916.0,0,Mobile App,M-Pesa,Android,Completed,3,SES709668,
TXN209966,2025-08-31 12:35:34,CUST6726,Njoroge Chege,Male,18,2025-02-21,Kajiado,Kitengela,MER1092,Pamoja Collection,Airtime & Data,Telkom Bundle 5GB,5,1494.0,0,7470.0,0,USSD,M-Pesa,iOS,Completed,2,SES709960,
TXN205055,2025-08-31 13:00:06,CUST6579,Chebet Ndung'u,Female,35,2024-03-22,Nairobi,Langata,MER1071,Jamii Supplies,Groceries,Rice Pishori 5kg,1,887.0,0,887.0,100,Web,Airtel Money,Android,Completed,,SES705053,4
TXN207417,2025-08-31 13:43:05,CUST5853,Akinyi Simiyu,Female,24,2024-07-02,Nakuru,Lanet,MER1090,Rafiki Collection,Financial Services,Insurance Premium,4,8058.0,5,30620.4,0,Web,,Android,Completed,3,SES707414,
TXN208754,2025-08-31 14:03:12,CUST6339,Akinyi Chege,Female,44,2025-08-10,Nakuru,Njoro,MER1090,Rafiki Collection,Financial Services,School Fees Payment,1,6339.0,0,6339.0,0,Web,M-Pesa,iOS,Pending,,SES708750,
TXN208639,2025-08-31 14:15:06,CUST5407,Nekesa Okoth,Female,33,2024-04-04,Nyeri,Karatina,MER1026,Safi Stores,Agriculture,Maize Seed 2kg,1,8789.0,0,8789.0,200,Agent Outlet,M-Pesa,Feature Phone,Completed,5,SES708635,2
TXN205271,2025-08-31 15:13:23,CUST6678,Rotich Ali,Male,33,2025-05-04,Machakos,Athi River,MER1068,Twiga Traders,Fashion,Sports Sneakers,3,5424.0,5,15458.4,300,Mobile App,Airtel Money,Web Browser,Completed,,SES705269,3
TXN202202,2025-08-31 15:26:51,CUST5929,Baraka Mwende,Male,,2024-06-28,Nairobi,Kasarani,MER1023,Rafiki Ltd,Airtime & Data,Safaricom Airtime 100,3,163.0,10,440.1,0,USSD,M-Pesa,Android,Completed,3,SES702201,
TXN207942,2025-08-31 15:32:15,CUST5235,Kanini Cheruiyot,Female,26,2025-01-21,Nakuru,Gilgil,MER1013,Amani Supplies,Food & Beverage,Mandazi Pack,2,1150.0,0,2300.0,300,USSD,Card,Android,Completed,,SES707938,2
TXN211563,2025-08-31 15:36:52,CUST6746,Kiplagat Osoro,Male,38,2025-04-15,Machakos,Mlolongo,MER1109,Twiga Traders,Transport,Boda Ride,3,419.0,0,1257.0,0,Agent Outlet,M-Pesa,Web Browser,Completed,5,SES711556,
TXN201101,2025-08-31 15:50:38,CUST6179,Mwende Sang,Female,47,2024-05-17,Mombasa,Mvita,MER1009,Bora Collection,Health & Beauty,Vitamin C Tablets,1,2026.0,0,2026.0,0,USSD,Card,Feature Phone,Completed,5,SES701101,
TXN204595,2025-08-31 16:51:26,CUST5463,Adhiambo Muriuki,Female,40,2025-05-07,Uasin Gishu,Eldoret Town,MER1073,Chapa Enterprises,Transport,Ride Hailing Trip,1,922.0,10,829.8,0,USSD,,Android,Completed,4,SES704594,
TXN208619,2025-08-31 17:35:13,CUST6436,Rotich Kiptoo,Male,20,2024-02-10,Nairobi,Ruaraka,MER1075,Heri Agencies,Health & Beauty,Shea Butter 250g,5,553.0,15,2350.25,150,USSD,Cash,Feature Phone,Completed,,SES708615,4
TXN208597,2025-08-31 17:54:27,CUST6091,Atieno Cheruiyot,Female,22,2024-01-12,Nairobi,Langata,MER1054,Tumaini Enterprises,Agriculture,DAP Fertilizer 50kg,2,4736.0,0,9472.0,150,Web,Airtel Money,Android,Completed,,SES708593,2
TXN213005,2025-08-31 18:26:43,CUST6497,Mueni Mburu,Female,46,2024-11-12,Kajiado,Ongata Rongai,MER1119,Mizizi Agencies,Airtime & Data,Airtime Voucher 250,1,495.0,10,445.5,0,Mobile App,Cash,Android,Completed,5,SES712997,
TXN207073,2025-08-31 19:02:44,CUST6339,Akinyi Chege,Female,44,2025-08-10,Nakuru,Njoro,MER1076,Bora Stores,Food & Beverage,Nyama Choma Platter,1,488.0,0,488.0,150,Web,Airtel Money,iOS,Completed,,SES707070,2
TXN201550,2025-08-31 19:10:39,CUST6039,Halima Owino,Female,27,2025-08-02,Nairobi,Karen,MER1054,Tumaini Enterprises,Agriculture,Knapsack Sprayer,2,6760.0,0,13520.0,100,USSD,M-Pesa,Feature Phone,Completed,3,SES701549,2
TXN201567,2025-08-31 19:23:58,CUST5013,Wafula Mburu,Male,33,2025-08-25,Kajiado,Ngong,MER1075,Heri Agencies,Health & Beauty,Shea Butter 250g,4,3429.0,0,13716.0,300,Mobile App,Card,iOS,Completed,5,SES701566,4
TXN201927,2025-08-31 19:46:08,CUST6441,Mwende Ndung'u,Female,36,2024-07-15,Kiambu,Limuru,MER1053,Rafiki Hub,Groceries,Rice Pishori 5kg,1,1270.0,5,1206.5,100,Agent Outlet,Cash,Web Browser,Completed,,SES701926,1
TXN213822,2025-08-31 19:49:37,CUST5326,Mutiso Ndung'u,Male,46,2025-05-16,Nairobi,Kilimani,MER1081,Baraka Ltd,Airtime & Data,Safaricom Data 10GB,1,331.0,0,331.0,0,Web,Cash,Android,Completed,,SES713813,
TXN211786,2025-08-31 20:18:02,CUST6608,Njeri Ouma,Female,23,2025-03-21,Nairobi,Karen,MER1043,Neema Ltd,Financial Services,Loan Repayment,1,14912.0,0,14912.0,0,Mobile App,M-Pesa,Android,Completed,,SES711779,
TXN211664,2025-08-31 21:46:11,CUST6216,Jepkosgei Wachira,Female,28,2025-03-10,Mombasa,Mvita,MER1016,Baraka Traders,Airtime & Data,Telkom Bundle 5GB,4,732.0,0,2928.0,0,USSD,Airtel Money,iOS,Completed,3,SES711657,
TXN202194,2025-08-31 22:25:25,CUST6059,Rotich Mbugua,Male,29,2025-06-16,KILIFI,Watamu,MER1067,Baraka Enterprises,Airtime & Data,Telkom Bundle 5GB,3,392.0,5,1117.2,0,Web,M-Pesa,Web Browser,Completed,,SES702193,
TXN212052,2025-08-31 22:29:03,CUST5783,Kanini Ouma,Female,,2024-08-17,MOMBASA,Changamwe,MER1065,Baraka Supplies,Transport,Boda Ride,1,1186.0,0,1186.0,0,Mobile App,M-Pesa,Android,Completed,5,SES712044,
TXN209233,2025-09-01 05:33:01,CUST5658,Kilonzo Owino,Male,28,2025-06-14,Machakos,Athi River,MER1068,Twiga Traders,Fashion,Sports Sneakers,2,4112.0,0,8224.0,0,USSD,M-Pesa,Android,Completed,4,SES709228,
TXN207716,2025-09-01 06:44:19,CUST6056,Yusuf Langat,Male,26,2025-06-07,Nairobi,Embakasi,MER1112,Safi Mart,Groceries,Green Grams 1kg,5,2142.0,15,9103.5,100,USSD,M-Pesa,Android,Completed,5,SES707713,1
TXN209594,2025-09-01 07:02:02,CUST6283,Baraka Hassan,Male,40,2023-11-30,Kajiado,Ongata Rongai,MER1038,Nuru Hub,Airtime & Data,Safaricom Airtime 100,3,628.0,0,1884.0,0,USSD,Bank Transfer,Feature Phone,Pending,,SES709588,
TXN207272,2025-09-01 07:45:44,CUST6633,Adhiambo Ouma,Female,35,2025-02-10,Nairobi,Ruaraka,MER1043,Neema Ltd,Financial Services,Insurance Premium,1,18888.0,10,16999.2,0,WEB,M-Pesa,Android,Completed,,SES707269,
TXN202060,2025-09-01 08:21:14,CUST6114,Kanini Ali,Female,18,2025-08-20,Nairobi,Kilimani,MER1024,Neema Dukas,Health & Beauty,Braiding Hair Pack,2,2144.0,0,4288.0,100,USSD,M-Pesa,Android,Failed,,SES702059,
TXN213736,2025-09-01 09:07:14,CUST5235,Kanini Cheruiyot,Female,26,2025-01-21,nakuru,Gilgil,MER1037,Imani Hub,Airtime & Data,Airtel Data 2GB,2,868.0,0,1736.0,0,Mobile App,M-Pesa,Android,Completed,,SES713727,
TXN203459,2025-09-01 09:27:57,CUST6508,Omondi Cheruiyot,Male,26,2024-09-19,Nakuru,Bahati,MER1066,Twiga Mart,Airtime & Data,Safaricom Airtime 100,4,1186.0,0,4744.0,0,Mobile App,Card,Android,Completed,4,SES703458,
TXN203459,2025-09-01 09:27:57,CUST6508,Omondi Cheruiyot,Male,26,2024-09-19,Nakuru,Bahati,MER1066,Twiga Mart,Airtime & Data,Safaricom Airtime 100,4,1186.0,0,4744.0,0,Mobile App,Card,Android,Completed,4,SES703458,
TXN209272,2025-09-01 09:34:46,CUST6540,Otieno Kimani,Male,30,2025-07-06,Nairobi,Kasarani,MER1075,Heri Agencies,Health & Beauty,Face Wash,2,3182.0,0,6364.0,0,Mobile App,Card,Web Browser,Completed,,SES709267,
TXN208734,2025-09-01 09:51:10,CUST5639,Wafula Githinji,Male,44,2024-11-06,Nakuru,Bahati,MER1067,Baraka Enterprises,Airtime & Data,Safaricom Airtime 100,3,332.0,0,996.0,0,Mobile App,Airtel Money,Android,Completed,4,SES708730,
TXN206688,2025-09-01 10:50:02,CUST5463,Adhiambo Muriuki,Female,40,2025-05-07,Uasin Gishu,Eldoret Town,MER1109,Twiga Traders,Transport,Ride Hailing Trip,5,2887.0,0,14435.0,0,USSD,M-Pesa,Android,Completed,,SES706685,
TXN206919,2025-09-01 11:14:49,CUST5754,Cherono Kimani,Female,34,2025-06-12,Nakuru,Naivasha,MER1076,Bora Stores,Food & Beverage,Fresh Juice 1L,8,2089.0,0,16712.0,100,Web,Airtel Money,Android,Completed,4,SES706916,3
TXN210695,2025-09-01 11:29:01,CUST5129,Onyango Langat,Male,30,2024-03-16,Kisumu,Milimani,MER1104,Twiga Hub,Transport,Matatu Fare,1,783.0,0,783.0,0,Web,Card,Web Browser,Completed,,SES710688,
TXN207010,2025-09-01 11:56:38,CUST5914,Yusuf Njuguna,Male,21,2024-01-13,Nakuru,Gilgil,MER1075,Heri Agencies,Health & Beauty,Vitamin C Tablets,2,2922.0,0,5844.0,350,USSD,M-Pesa,Feature Phone,Completed,4,SES707007,1
TXN211495,2025-09-01 13:03:56,CUST5148,Nasimiyu Hassan,Female,25,2024-07-02,Kilifi,Kilifi Town,MER1039,Bora Mart,Groceries,Milk 500ml x12,1,2152.0,0,2152.0,150,Mobile App,M-Pesa,Android,Completed,,SES711488,1
TXN210017,2025-09-01 13:04:57,CUST6617,Nasimiyu Kimani,Female,24,2023-12-16,Kajiado,Kitengela,MER1092,Pamoja Collection,Airtime & Data,Airtime Voucher 250,3,1211.0,0,3633.0,0,Agent Outlet,M-Pesa,iOS,Completed,4,SES710011,
TXN205707,2025-09-01 13:05:17,CUST6028,Zawadi Karanja,Female,19,2024-11-27,Meru,Maua,MER1009,Bora Collection,Health & Beauty,Braiding Hair Pack,1,2224.0,5,2112.8,350,Mobile App,M-Pesa,Android,Completed,5,SES705705,1
TXN202580,2025-09-01 14:13:31,CUST5981,Abdi Simiyu,Male,23,2024-09-20,Mombasa,Likoni,MER1046,Bora Dukas,Food & Beverage,Fresh Juice 1L,1,1201.0,0,1201.0,350,Agent Outlet,Cash,Android,Completed,,SES702579,7
TXN200882,2025-09-01 14:27:55,CUST6678,Rotich Ali,Male,33,2025-05-04,Machakos,Athi River,MER1011,Neema Agencies,Airtime & Data,Airtel Data 2GB,1,1457.0,0,1457.0,0,USSD,M-Pesa,Web Browser,Completed,,SES700882,
TXN206511,2025-09-01 14:28:01,CUST5743,Mwangi Nzioka,Male,34,2025-07-08,Nairobi,Embakasi,MER1079,Imani Ltd,Utilities,Water Bill,1,5917.0,0,5917.0,0,USSD,M-Pesa,Android,Completed,4,SES706508,
TXN202523,2025-09-01 14:58:31,CUST5535,Wafula Njuguna,Male,24,2025-04-14,Nairobi,Karen,MER1067,Baraka Enterprises,Airtime & Data,Safaricom Airtime 100,1,857.0,0,857.0,0,Mobile App,,Android,Completed,4,SES702522,
TXN207289,2025-09-01 16:00:49,CUST5011,Njoroge Wachira,Male,28,2024-10-02,Nairobi,Karen,MER1009,Bora Collection,Health & Beauty,Shea Butter 250g,2,406.0,20,649.6,100,Mobile App,Cash,Android,Completed,5,SES707286,5
TXN201391,2025-09-01 16:33:50,CUST6135,Wangari Wachira,Female,27,2025-01-15,Nairobi,Westlands,MER1111,Nuru Enterprises,Utilities,Internet Monthly,1,5071.0,0,5071.0,0,Mobile App,M-Pesa,Android,Completed,,SES701391,
TXN212537,2025-09-01 17:08:00,CUST5899,Mutiso Cheruiyot,Male,31,2025-01-25,Nairobi,Embakasi,MER1087,Zawadi Stores,Agriculture,Maize Seed 2kg,2,957.0,5,1818.3,200,Mobile App,M-Pesa,iOS,Completed,,SES712529,3
TXN207901,2025-09-01 17:47:26,CUST5846,Yusuf Muriuki,Male,36,2025-07-28,Nakuru,Lanet,MER1099,Baraka Supplies,Fashion,Leather Sandals,3,3029.0,0,9087.0,350,Agent Outlet,Cash,Feature Phone,Completed,,SES707897,1
TXN214248,2025-09-01 18:15:59,CUST6546,Onyango Cheruiyot,Male,29,2025-05-24,Kisumu,,MER1075,Heri Agencies,Health & Beauty,Face Wash,3,2986.0,0,8958.0,150,USSD,M-Pesa,Android,Completed,,SES714239,5
TXN204558,2025-09-01 18:55:23,CUST5421,Maina Hassan,Male,29,2024-02-05,Nakuru,Bahati,MER1055,Imani Collection,Airtime & Data,Safaricom Airtime 100,1,70.0,0,70.0,0,Mobile App,M-Pesa,Android,Completed,4,SES704557,
TXN202769,2025-09-01 19:04:23,CUST5705,Wanjiru Ouma,Female,26,2025-04-15,Mombasa,Nyali,MER1065,Baraka Supplies,Transport,Matatu Fare,3,2237.0,0,6711.0,0,USSD,M-Pesa,Android,Completed,3,SES702768,
TXN202674,2025-09-01 19:13:59,CUST6101,Mutuku Mbugua,Male,27,2024-11-10,Meru,Timau,MER1097,Nuru Ltd,Airtime & Data,Safaricom Data 10GB,1,721.0,0,721.0,0,USSD,M-Pesa,Android,Completed,5,SES702673,
TXN209339,2025-09-01 19:24:58,CUST5203,Naliaka Ndung'u,Female,42,2025-05-11,Nakuru,Njoro,MER1086,Tumaini Supplies,Utilities,Water Bill,1,5631.0,0,5631.0,0,Agent Outlet,Cash,iOS,Refunded,,SES709334,
TXN214730,2025-09-01 19:58:28,CUST6106,Wanjiku Mbugua,Female,38,2025-08-18,Machakos,Mlolongo,MER1073,Chapa Enterprises,Transport,Shuttle Ticket,4,2032.0,0,8128.0,0,Mobile App,M-Pesa,Android,Completed,,SES714721,
TXN209505,2025-09-01 20:51:37,CUST6059,Rotich Mbugua,Male,29,2025-06-16,Kilifi,Watamu,MER1044,Nuru Supplies,Transport,Shuttle Ticket,1,2895.0,0,2895.0,0,Web,Bank Transfer,Web Browser,Completed,5,SES709500,
TXN210552,2025-09-01 20:54:00,CUST5057,Mueni Owino,Female,18,2025-07-09,Kiambu,Thika,MER1009,Bora Collection,Health & Beauty,Vitamin C Tablets,1,2587.0,0,2587.0,350,USSD,M-Pesa,Android,Completed,,SES710546,3
TXN214824,2025-09-01 20:58:43,CUST5676,Wekesa Kiptoo,Male,42,2025-01-01,Kiambu,Thika,MER1011,Neema Agencies,Airtime & Data,Airtel Data 2GB,1,523.0,0,523.0,0,Mobile App,M-Pesa,Android,Cancelled,,SES714815,
TXN209606,2025-09-01 21:20:30,CUST5236,Mueni Owino,Female,30,2024-01-03,Machakos,Machakos Town,MER1056,Tumaini Enterprises,Groceries,Sukari 1kg,2,2366.0,15,4022.2,150,Web,M-Pesa,Android,Completed,5,SES709600,1
TXN212403,2025-09-02 05:33:01,CUST5258,Omollo Mutua,Male,26,2025-04-04,Nakuru,Gilgil,MER1090,Rafiki Collection,Financial Services,Loan Repayment,3,24007.0,0,72021.0,0,USSD,M-Pesa,Web Browser,Completed,,SES712395,
TXN206846,2025-09-02 06:09:57,CUST5849,Muthoni Koech,Female,27,2025-01-22,Machakos,Mlolongo,MER1034,Tumaini Mart,Transport,Shuttle Ticket,1,1301.0,0,1301.0,0,USSD,Cash,Android,Completed,3,SES706843,
TXN211864,2025-09-02 07:00:13,CUST6555,Ochieng Kiptoo,Male,40,2024-12-02,Nairobi,Langata,MER1059,Heri Mart,Fashion,Ankara Dress,5,6290.0,0,31450.0,200,USSD,M-Pesa,Android,Failed,,SES711856,
TXN206421,2025-09-02 07:10:23,CUST6725,Akinyi Kiptoo,Female,31,2025-08-20,Mombasa,Kisauni,MER1047,Safi Ltd,Airtime & Data,Safaricom Airtime 100,1,411.0,10,20936.74,0,Mobile App,Cash,Android,Completed,4,SES706418,
TXN205759,2025-09-02 08:13:58,CUST5572,Muthoni Mbugua,Female,29,2025-07-31,Nairobi,Westlands,MER1048,Jamii Agencies,Fashion,Leather Sandals,4,7642.0,0,30568.0,250,Mobile App,Airtel Money,Android,Completed,,SES705757,3
TXN213268,2025-09-02 09:03:09,CUST5924,Zawadi Juma,Female,30,2024-11-29,  Nairobi ,Westlands,MER1067,Baraka Enterprises,Airtime & Data,Safaricom Data 10GB,1,1500.0,0,1500.0,0,Mobile App,M-Pesa,Android,Completed,,SES713260,
TXN207888,2025-09-02 10:28:34,CUST5658,Kilonzo Owino,Male,28,2025-06-14,Machakos,Athi River,MER1034,Tumaini Mart,Transport,Shuttle Ticket,1,2090.0,0,2090.0,0,Mobile App,M-Pesa,Android,Refunded,,SES707884,
TXN214241,2025-09-02 11:20:28,CUST5432,Barasa Wachira,Male,25,2025-05-26,Kisumu,Kondele,MER1003,Twiga Supplies,Transport,Boda Ride,4,619.0,0,2476.0,0,Agent Outlet,Cash,Android,Pending,,SES714232,
TXN213294,2025-09-02 12:07:43,CUST6703,Mutiso Mwende,Male,18,2025-07-27,Nakuru,Njoro,MER1036,Furaha Ltd,Transport,Shuttle Ticket,2,1112.0,5,2112.8,0,Mobile App,M-Pesa,Android,Completed,5,SES713286,
TXN214348,2025-09-02 12:17:16,CUST6330,Jepkosgei Bett,Female,30,2025-03-02,Nakuru,Naivasha,MER1066,Twiga Mart,Airtime & Data,Safaricom Data 10GB,2,1216.0,10,2188.8,0,USSD,M-Pesa,Web Browser,Completed,4,SES714339,
TXN204699,2025-09-02 12:19:47,CUST6578,Kimutai Chege,Male,30,2025-03-26,Nairobi,Embakasi,MER1090,Rafiki Collection,Financial Services,School Fees Payment,1,10053.0,0,10053.0,0,Web,M-Pesa,Android,Pending,,SES704697,
TXN206382,2025-09-02 12:28:20,CUST5218,Yusuf Ali,Male,33,2023-12-11,Kisumu,Mamboleo,MER1119,Mizizi Agencies,Airtime & Data,Airtime Voucher 250,1,84.0,0,84.0,0,USSD,M-Pesa,iOS,Completed,,SES706379,
TXN203565,2025-09-02 12:42:53,CUST6325,Hamisi Mutua,Male,26,2025-01-13,Nairobi,Ruaraka,MER1075,Heri Agencies,Health & Beauty,Braiding Hair Pack,5,1030.0,0,5150.0,300,Agent Outlet,M-Pesa,Web Browser,Completed,,SES703564,5
TXN210201,2025-09-02 12:44:16,CUST5425,Mutiso Ndung'u,Male,42,2025-05-06,Uasin Gishu,Eldoret Town,MER1074,Jamii Dukas,Groceries,Unga Maize Flour 2kg,1,829.0,20,663.2,0,Mobile App,M-Pesa,Web Browser,Completed,4,SES710195,
TXN202989,2025-09-02 13:10:05,CUST6059,Rotich Mbugua,Male,29,2025-06-16,Kilifi,Watamu,MER1034,Tumaini Mart,Transport,Boda Ride,5,2230.0,0,11150.0,0,Agent Outlet,Cash,Web Browser,Completed,,SES702988,
TXN204295,2025-09-02 13:18:08,CUST6617,Nasimiyu Kimani,Female,,2023-12-16,Kajiado,Kitengela,MER1034,Tumaini Mart,Transport,Matatu Fare,1,2212.0,0,2212.0,0,USSD,M-Pesa,iOS,Completed,,SES704294,
TXN207470,2025-09-02 13:31:24,CUST6195,Wambui Githinji,Female,38,2024-12-18,nairobi,Karen,MER1059,Heri Mart,Fashion,Sports Sneakers,2,2340.0,5,4446.0,300,Mobile App,M-Pesa,Android,Completed,,SES707467,3
TXN208609,2025-09-02 13:35:09,CUST6663,Nekesa Ogutu,Female,46,2023-12-25,Kisumu,Milimani,MER1075,Heri Agencies,Health & Beauty,Vitamin C Tablets,1,2368.0,5,2249.6,300,Mobile App,M-Pesa,Android,Completed,5,SES708605,3
TXN209298,2025-09-02 13:47:45,CUST5417,Muthoni Kiptoo,Female,35,2024-11-09,Nairobi,Westlands,MER1024,Neema Dukas,Health & Beauty,Vitamin C Tablets,2,3440.0,0,6880.0,100,USSD,Airtel Money,Feature Phone,Completed,,SES709293,2
TXN200020,2025-09-02 14:48:57,CUST6524,Njoroge Koech,Male,30,2025-04-28,  Nakuru ,Njoro,MER1009,Bora Collection,Health & Beauty,Face Wash,1,2194.0,0,2194.0,150,USSD,M-Pesa,Android,Completed,,SES700021,5
TXN200538,2025-09-02 16:43:28,CUST5419,Atieno Mbugua,Female,25,2024-08-21,Uasin Gishu,Eldoret Town,MER1063,Rafiki Ltd,Agriculture,Maize Seed 2kg,1,1441.0,10,1296.9,150,USSD,M-Pesa,Feature Phone,Completed,4,SES700538,2
TXN205971,2025-09-02 16:45:39,CUST5051,Chebet Mutua,Female,27,2024-08-18,Garissa,Garissa Town,MER1083,Imani Agencies,Health & Beauty,Shea Butter 250g,8,3702.0,0,29616.0,200,USSD,Airtel Money,Feature Phone,Completed,5,SES705969,2
TXN208615,2025-09-02 16:49:07,CUST5169,Nekesa Njuguna,Female,30,2025-02-24,Nairobi,Westlands,MER1021,Twiga Collection,Groceries,Green Grams 1kg,1,396.0,10,356.4,200,Web,M-Pesa,Android,Failed,,SES708611,
TXN208007,2025-09-02 17:10:35,CUST6049,Omondi Juma,Male,46,2024-04-03,Kakamega,Malava,MER1080,Furaha Agencies,Airtime & Data,Telkom Bundle 5GB,4,423.0,0,1692.0,0,USSD,M-Pesa,iOS,Completed,5,SES708003,
TXN201275,2025-09-02 17:25:56,CUST5732,Chebet Mbugua,Female,22,2025-05-25,Mombasa,Mvita,MER1003,Twiga Supplies,Transport,Matatu Fare,4,349.0,5,1326.2,0,Mobile App,Airtel Money,Android,Completed,,SES701275,
TXN212401,2025-09-02 18:02:59,CUST5946,Mutiso Chege,Male,35,2025-05-24,Uasin Gishu,Huruma,MER1073,Chapa Enterprises,Transport,Boda Ride,1,976.0,0,976.0,0,Mobile App,M-Pesa,iOS,Completed,4,SES712393,
TXN214023,2025-09-02 18:04:23,CUST5467,Mwende Amollo,Female,22,2025-04-10,Nakuru,Bahati,MER1073,Chapa Enterprises,Transport,Ride Hailing Trip,2,2701.0,0,5402.0,0,Mobile App,M-Pesa,Android,Failed,,SES714014,
TXN200922,2025-09-02 18:49:20,CUST6162,Adhiambo Chege,Female,31,2025-06-07,Nairobi,Embakasi,MER1033,Bora Traders,Transport,Matatu Fare,1,1580.0,0,1580.0,0,MOBILE APP,M-Pesa,iOS,Failed,,SES700922,
TXN210998,2025-09-02 18:52:56,CUST6734,Jelagat Koech,Female,21,2025-06-09,Nairobi,Karen,MER1095,Rafiki Hub,Airtime & Data,Airtel Data 2GB,1,254.0,0,254.0,0,Agent Outlet,M-Pesa,Android,Completed,4,SES710991,
