transaction_id,transaction_timestamp,customer_id,customer_name,gender,age,county,phone_number,channel,transaction_type,merchant_category,device_type,amount_kes,transaction_fee_kes,balance_after_kes,status
TXN0005641,2024-06-23 12:07:52,CUST00771,Cherono Barasa,Female,30,Nairobi,0759781757,M-Pesa,Deposit Cash,N/A,Android,47869.8,0.0,204386.8,Completed
TXN0000184,2024-06-23 13:13:58,CUST00231,Wairimu Amollo,Female,68,Homa Bay,0722795939,Equitel,Deposit Cash,N/A,Android,51773.54,0.0,206534.61,Completed
TXN0001027,2024-06-23 13:55:39,CUST00180,Nyambura Waweru,Male,35,Mombasa,0701739746,M-Pesa,Send Money,N/A,Android,50065.11,108,56596.04,Completed
TXN0003385,2024-06-23 14:33:30,CUST00438,Mwangi Njuguna,Female,52,Migori,0111330963,Airtel Money,Pay Bill,Rent,Android,84119.55,100,241035.12,Completed
TXN0001328,2024-06-23 16:41:19,CUST00409,Nasike Karanja,Male,61,Nairobi,0768041558,M-Pesa,Pay Bill,Insurance,Android,82799.89,100,34591.45,Completed
TXN0001734,2024-06-23 16:49:33,CUST00195,Njoroge Otieno,Male,35,Nairobi,0790147751,M-Pesa,Send Money,N/A,Feature Phone,11705.06,62,68765.42,Completed
TXN0004246,2024-06-23 17:23:37,CUST00067,Wanjiku Makau,Female,27,Nakuru,0710072630,M-Pesa,Withdraw Cash,N/A,Android,26010.4,108,60583.0,Completed
TXN0003599,2024-06-23 18:27:32,CUST00297,Achieng Odhiambo,Male,38,Nakuru,0723352983,Airtel Money,Airtime Purchase,N/A,Android,704.64,0.0,163279.69,Completed
TXN0002273,2024-06-23 18:31:22,CUST00090,Cherono Langat,Male,66,Kiambu,0111311607,Equitel,Pay Bill,Rent,Android,47133.59,105,83666.45,Completed
TXN0000460,2024-06-23 19:18:20,CUST00427,Simiyu Omollo,Female,49,Nairobi,0759830191,M-Pesa,Pay Bill,DSTV/GOTV,iOS,42557.05,100,203591.04,Completed
TXN0001223,2024-06-23 19:35:55,CUST00317,Jelagat Wanjala,Male,48,Kericho,0710241576,M-Pesa,Pay Bill,Loan Repayment,Android,82628.88,108,111956.52,Completed
TXN0002808,2024-06-23 22:24:00,CUST00621,Barasa Ochieng,Male,56,Kiambu,0768696368,M-Pesa,Withdraw Cash,N/A,Feature Phone,27823.95,108,213768.01,Completed
TXN0002096,2024-06-24 06:58:10,CUST00260,Gitau Onyango,Female,42,Nyeri,0740376649,M-Pesa,Withdraw Cash,N/A,Android,46718.75,100,105714.9,Completed
TXN0005488,2024-06-24 07:30:05,CUST00704,Chelagat Kimani,Male,27,Kiambu,0768479814,M-Pesa,Send Money,N/A,Android,15193.08,55,155727.23,Completed
TXN0003858,2024-06-24 07:36:13,CUST00500,Wafula Musyoka,Female,58,Kericho,0723852094,M-Pesa,Pay Bill,Electricity (KPLC),Feature Phone,38254.79,108,75315.29,Completed
TXN0003897,2024-06-24 09:28:38,CUST00758,Njeri Musyoka,Male,21,Nairobi,0740434387,M-Pesa,Buy Goods (Till),Pharmacy,Android,19132.94,0.0,82505.59,Failed
TXN0001712,2024-06-24 12:03:49,CUST00489,Anyango Kiplagat,Male,51,Kakamega,0723136978,M-Pesa,Deposit Cash,N/A,Android,42933.69,0.0,177528.89,Completed
TXN0003239,2024-06-24 12:31:54,CUST00756,Mumbi Kiplagat,Male,25,Nairobi,0710789441,M-Pesa,Deposit Cash,N/A,Android,43631.15,0.0,217337.32,Completed
TXN0003409,2024-06-24 13:53:48,CUST00279,Wanjiku Kimani,Male,28,Kisumu,0701880429,M-Pesa,Buy Goods (Till),Restaurant,Android,15719.7,87,213660.78,Completed
TXN0005417,2024-06-24 14:45:51,CUST00205,Wanjiku Njoroge,Male,48,Nairobi,0740540318,M-Pesa,Pay Bill,Internet (ISP),Android,91166.64,105,5926.77,Completed
TXN0001912,2024-06-24 16:51:32,CUST00744,Wafula Wanjala,Male,19,Kisumu,0759518123,M-Pesa,Pay Bill,DSTV/GOTV,Feature Phone,41537.34,100,103904.03,Completed
TXN0001870,2024-06-24 16:58:53,CUST00208,Owino Waweru,Female,38,Bungoma,0740205667,M-Pesa,Pay Bill,Internet (ISP),Feature Phone,16206.44,87,9947.89,Completed
TXN0004244,2024-06-25 02:21:20,CUST00489,Anyango Kiplagat,Male,51,Kakamega,0723136978,M-Pesa,Send Money,N/A,Android,25367.32,105,8309.21,Completed
TXN0001048,2024-06-25 03:14:45,CUST00630,Wafula Kamau,Male,18,Kericho,0111499934,M-Pesa,Send Money,N/A,Android,4754.49,40,45152.52,Completed
TXN0003578,2024-06-25 06:21:40,CUST00088,Kagwe Otieno,Female,36,Machakos,0111151483,M-Pesa,Withdraw Cash,N/A,Android,25189.13,100,171090.96,Completed
TXN0004041,2024-06-25 06:52:18,CUST00107,Wairimu Omollo,Male,37,Bomet,0701916547,M-Pesa,Deposit Cash,N/A,Android,52557.03,0.0,114078.85,Completed
TXN0003772,2024-06-25 07:20:33,CUST00135,Muthoni Gichuru,Female,39,Uasin Gishu,0111715501,M-Pesa,Withdraw Cash,N/A,Android,29356.04,108,104076.99,Completed
TXN0005271,2024-06-25 11:21:48,CUST00229,Rotich Gichuru,Male,52,Bungoma,0768735495,M-Pesa,Pay Bill,School Fees,Android,16805.98,55,248341.31,Completed
TXN0002708,2024-06-25 11:35:39,CUST00735,Onyango Waweru,Female,70,Kakamega,0768032282,Airtel Money,Send Money,N/A,Feature Phone,37078.23,105,58839.51,Completed
TXN0004807,2024-06-25 13:11:07,CUST00425,Kagwe Gichuru,Female,54,Nairobi,0701556270,M-Pesa,Send Money,N/A,Android,45601.7,105,32572.06,Completed
TXN0000279,2024-06-25 15:04:13,CUST00644,Atieno Amollo,Male,61,Trans Nzoia,0701141622,M-Pesa,Deposit Cash,N/A,Android,126376.03,0.0,248174.7,Completed
TXN0001318,2024-06-25 15:44:59,CUST00651,Omondi Amollo,Female,63,Nairobi,0740708143,Equitel,Send Money,N/A,Android,30808.1,105,44258.28,Completed
TXN0005187,2024-06-25 16:43:41,CUST00296,Nyokabi Ruto,Female,36,Nairobi,0759457613,M-Pesa,Send Money,N/A,Android,14187.12,62,6556.56,Completed
TXN0005145,2024-06-25 18:02:17,CUST00637,Wafula Otieno,Male,65,Nairobi,0740294668,M-Pesa,Buy Goods (Till),Fuel Station,Android,4305.64,45,71539.05,Completed
TXN0002133,2024-06-25 19:19:15,CUST00111,Maina Langat,Male,48,Mombasa,0722902196,M-Pesa,Buy Goods (Till),Pharmacy,Feature Phone,15109.57,62,100658.97,Completed
TXN0002327,2024-06-25 19:58:35,CUST00563,Kiprop Gichuru,Female,57,Kakamega,0768393064,M-Pesa,Pay Bill,Insurance,Android,3958.88,45,127164.69,Completed
TXN0005499,2024-06-25 20:55:05,CUST00034,Onyango Waweru,Male,58,Uasin Gishu,0768426077,M-Pesa,Buy Goods (Till),Fuel Station,Android,2528.57,45,11312.56,Completed
TXN0004951,2024-06-25 20:55:53,CUST00112,Atieno Ochieng,Male,21,Nairobi,0701084565,M-Pesa,Airtime Purchase,N/A,Android,182.22,0.0,99733.91,Completed
TXN0001651,2024-06-25 22:35:58,CUST00501,Cheruiyot Cheptoo,Male,55,Nairobi,0111255430,Airtel Money,Deposit Cash,N/A,Android,66515.98,0.0,73400.0,Completed
TXN0004232,2024-06-25 23:01:33,CUST00477,Omondi Mutiso,Male,47,Garissa,0710303690,M-Pesa,Deposit Cash,N/A,Android,45196.94,0.0,232991.85,Completed
TXN0000626,2024-06-26 06:17:43,CUST00466,Nyambura Omollo,Male,25,Nairobi,0111543276,Equitel,Airtime Purchase,N/A,Android,823.68,0.0,249197.53,Completed
TXN0003138,2024-06-26 09:03:54,CUST00758,Njeri Musyoka,Male,21,Nairobi,0740434387,M-Pesa,Buy Goods (Till),Electronics,Android,21647.43,100,173077.71,Completed
TXN0002251,2024-06-26 09:14:14,CUST00716,Moraa Njoroge,Female,38,Kilifi,0111970471,Airtel Money,Withdraw Cash,N/A,Android,39788.55,0.0,228331.18,Failed
TXN0003569,2024-06-26 09:44:45,CUST00716,Moraa Njoroge,Female,38,Kilifi,0111970471,Airtel Money,Send Money,N/A,Android,50712.15,108,248694.89,Completed
TXN0002408,2024-06-26 10:58:13,CUST00650,Ndungu Mutiso,Male,37,Kisumu,0723285622,T-Kash,Pay Bill,Insurance,Android,115295.46,100,137817.05,Completed
TXN0000777,2024-06-26 13:14:25,CUST00057,Jelagat Ochieng,Female,47,Meru,0768954004,M-Pesa,Buy Goods (Till),Electronics,Android,14852.71,62,160059.87,Completed
TXN0003030,2024-06-26 15:59:25,CUST00106,Nyambura Wekesa,Male,71,Meru,0710703796,M-Pesa,Reversal,N/A,Feature Phone,26021.78,0.0,189562.13,Completed
TXN0005865,2024-06-26 17:13:53,CUST00348,Anyango Omollo,Female,28,Nyeri,0768820657,M-Pesa,Buy Goods (Till),Restaurant,Android,7024.12,87,118899.25,Completed
TXN0004303,2024-06-26 19:02:48,CUST00127,Owino Owuor,Male,36,Kericho,0790192660,M-Pesa,Pay Bill,Rent,Android,95488.51,105,160041.31,Completed
TXN0003346,2024-06-26 19:07:30,CUST00157,Atieno Kiplagat,Male,61,Nyeri,0768582329,M-Pesa,Deposit Cash,N/A,Android,129668.93,0.0,137439.92,Completed
TXN0001381,2024-06-26 19:12:09,CUST00527,Mumbi Kamau,Male,51,Kilifi,0710407680,M-Pesa,Withdraw Cash,N/A,Android,15948.5,87,153768.04,Completed
TXN0000645,2024-06-26 19:30:03,CUST00763,Mwangi Otieno,Male,20,Uasin Gishu,0740012673,M-Pesa,Send Money,N/A,Feature Phone,32210.06,105,139364.44,Completed
TXN0001170,2024-06-26 19:54:59,CUST00219,Chelagat Sang,Female,30,Nyeri,0759720423,Airtel Money,Withdraw Cash,N/A,Feature Phone,6451.66,55,164446.37,Completed
TXN0003184,2024-06-26 21:26:21,CUST00134,Nabwire Chepkwony,Male,30,Nakuru,0790057296,M-Pesa,Send Money,N/A,iOS,27818.87,108,63781.74,Completed
TXN0005551,2024-06-26 22:02:56,CUST00223,Chebet Wekesa,Male,46,Mombasa,0768137448,M-Pesa,Buy Goods (Till),Hardware,Feature Phone,14736.71,55,242484.98,Completed
TXN0003767,2024-06-27 02:16:18,CUST00275,Kipchoge Ochieng,Female,43,Nakuru,0701238767,M-Pesa,Pay Bill,School Fees,Android,57842.88,108,124712.72,Completed
TXN0002159,2024-06-27 04:55:18,CUST00533,Ochieng Kimani,Female,59,Kisumu,0790408396,M-Pesa,Send Money,N/A,Android,45263.91,108,75774.96,Completed
TXN0004551,2024-06-27 06:05:46,CUST00479,Chebet Chepkwony,Female,55,Nakuru,0710053439,M-Pesa,Buy Goods (Till),Clothing,Android,15830.49,62,30374.73,Completed
TXN0001697,2024-06-27 07:48:11,CUST00383,Gitau Barasa,Female,46,Kilifi,0790111096,M-Pesa,Send Money,N/A,Android,29019.68,100,239206.1,Completed
TXN0004912,2024-06-27 07:58:44,CUST00436,Chebet Otieno,Female,22,Nairobi,0790704600,M-Pesa,Withdraw Cash,N/A,Android,23479.32,100,199440.59,Completed
TXN0004062,2024-06-27 11:41:42,CUST00763,Mwangi Otieno,Male,20,Uasin Gishu,0740012673,M-Pesa,Pay Bill,Electricity (KPLC),Feature Phone,38937.28,108,201646.09,Completed
TXN0005203,2024-06-27 12:20:12,CUST00385,Achieng Waweru,Male,66,Bomet,0790926221,T-Kash,Send Money,N/A,Android,49555.06,108,217050.12,Completed
TXN0002347,2024-06-27 12:24:06,CUST00516,Jelagat Musyoka,Female,65,Nairobi,0710687141,Airtel Money,Deposit Cash,N/A,iOS,22391.53,0.0,177028.26,Completed
TXN0001338,2024-06-27 13:12:58,CUST00122,Barasa Sang,Male,34,Meru,0740929418,M-Pesa,Deposit Cash,N/A,Feature Phone,133993.23,0.0,34885.25,Completed
TXN0003556,2024-06-27 14:51:02,CUST00253,Njeri Barasa,Male,63,Kisumu,0710755182,M-Pesa,Pay Bill,Internet (ISP),Android,62290.62,105,234457.74,Completed
TXN0004035,2024-06-27 16:31:17,CUST00038,Gitau Mutiso,Female,52,Mombasa,0722249568,M-Pesa,Send Money,N/A,Android,28604.84,108,245732.63,Completed
TXN0002603,2024-06-27 16:34:51,CUST00696,Omondi Karanja,Female,48,Nairobi,0710481591,M-Pesa,Buy Goods (Till),Supermarket,Android,9816.24,0.0,28412.22,Failed
TXN0000330,2024-06-27 17:44:13,CUST00568,Kirui Ochieng,Female,38,Nairobi,0111298025,M-Pesa,Deposit Cash,N/A,Android,28254.73,0.0,209153.35,Completed
TXN0002635,2024-06-27 20:54:31,CUST00576,Kipchoge Amollo,Female,67,Kajiado,0722131077,M-Pesa,Pay Bill,Insurance,Feature Phone,52339.9,105,148911.61,Completed
TXN0002207,2024-06-27 22:12:47,CUST00673,Ndungu Kiplagat,Male,28,Kakamega,0759913130,M-Pesa,Buy Goods (Till),Hardware,Android,2003.87,40,46162.64,Completed
TXN0003215,2024-06-28 08:11:38,CUST00678,Mwangi Njoroge,Male,36,Nairobi,0768430699,Equitel,Airtime Purchase,N/A,Android,553.39,0.0,143073.96,Completed
TXN0004449,2024-06-28 09:47:52,CUST00301,Wairimu Kamau,Male,59,Nyeri,0723757091,Airtel Money,Send Money,N/A,Android,15738.81,62,62979.83,Completed
TXN0002807,2024-06-28 10:43:22,CUST00626,Njeri Njoroge,Female,21,Kakamega,0710911572,M-Pesa,Buy Goods (Till),Clothing,Android,24123.92,108,185193.03,Completed
TXN0003800,2024-06-28 11:01:20,CUST00271,Njoroge Ochieng,Male,68,Nairobi,0740678934,M-Pesa,Withdraw Cash,N/A,Android,30093.81,105,9171.58,Completed
TXN0000274,2024-06-28 11:32:32,CUST00108,Nyambura Amollo,Female,30,Bungoma,0710804397,M-Pesa,Send Money,N/A,Android,14142.46,62,82156.44,Completed
TXN0002735,2024-06-28 14:15:59,CUST00434,Rotich Kiplagat,Male,35,Kilifi,0111272039,M-Pesa,Buy Goods (Till),Clothing,Feature Phone,7154.82,55,103456.78,Completed
TXN0002979,2024-06-28 14:48:44,CUST00252,Cherono Makau,Female,44,Machakos,0723128778,Airtel Money,Deposit Cash,N/A,Android,21582.67,0.0,54550.01,Completed
TXN0002846,2024-06-28 15:07:44,CUST00272,Simiyu Wabwire,Male,48,Kiambu,0722001549,M-Pesa,Buy Goods (Till),Fuel Station,Android,14729.56,62,44221.01,Completed
TXN0002086,2024-06-28 20:12:12,CUST00673,Ndungu Kiplagat,Male,28,Kakamega,0759913130,M-Pesa,Buy Goods (Till),Restaurant,Android,787.6,15,223244.9,Completed
TXN0003163,2024-06-28 21:00:08,CUST00698,Kirui Onyango,Male,19,Nairobi,0722760201,M-Pesa,Pay Bill,SACCO,Android,22587.78,105,85950.91,Completed
TXN0000924,2024-06-28 23:43:00,CUST00110,Wangari Onyango,Female,23,Nakuru,0722307310,Airtel Money,Send Money,N/A,Android,4742.64,40,176075.94,Completed
TXN0005881,2024-06-29 06:42:39,CUST00297,Achieng Odhiambo,Male,38,Nakuru,0723352983,Airtel Money,Pay Bill,SACCO,Android,120103.14,100,7413.76,Completed
TXN0002771,2024-06-29 07:39:43,CUST00066,Cheruiyot Wabwire,Female,69,Nakuru,0710405588,M-Pesa,Airtime Purchase,N/A,Android,562.91,0.0,65975.8,Completed
TXN0004355,2024-06-29 10:17:28,CUST00506,Wafula Wekesa,Male,35,Nairobi,0790725607,Airtel Money,Pay Bill,Insurance,Android,71513.84,100,78977.11,Completed
TXN0003627,2024-06-29 10:56:21,CUST00495,Kariuki Sang,Female,25,Uasin Gishu,0701665485,M-Pesa,Send Money,N/A,Android,43398.33,100,183522.05,Completed
TXN0004693,2024-06-29 12:10:09,CUST00393,Ndungu Karanja,Male,49,Nairobi,0701446082,M-Pesa,Deposit Cash,N/A,Feature Phone,64389.07,0.0,23692.01,Completed
TXN0003586,2024-06-29 12:46:51,CUST00539,Chelagat Kiplagat,Female,27,Mombasa,0722197440,M-Pesa,Pay Bill,Electricity (KPLC),Android,87309.22,105,234739.75,Completed
TXN0005513,2024-06-29 13:21:17,CUST00270,Nasike Langat,Female,27,Nairobi,0722366261,Airtel Money,Send Money,N/A,Android,28531.33,105,49602.26,Completed
TXN0000451,2024-06-29 13:33:00,CUST00148,Cheruiyot Wekesa,Female,18,Nyeri,0790571888,M-Pesa,Send Money,N/A,Android,4611.91,40,19677.42,Completed
TXN0004813,2024-06-29 18:04:11,CUST00284,Adhiambo Kiplagat,Female,70,Bungoma,0111149857,M-Pesa,Buy Goods (Till),Hardware,Android,8368.4,62,8963.68,Completed
TXN0001432,2024-06-29 19:51:23,CUST00317,Jelagat Wanjala,Male,48,Kericho,0710241576,M-Pesa,Send Money,N/A,Android,30977.7,105,135996.54,Completed
TXN0003838,2024-06-29 20:43:02,CUST00743,Atieno Kamau,Male,29,Kakamega,0722133950,M-Pesa,Airtime Purchase,N/A,Android,1519.67,0.0,114421.31,Completed
TXN0002729,2024-06-30 01:20:05,CUST00076,Nafula Makau,Male,61,Trans Nzoia,0759370546,M-Pesa,Send Money,N/A,Android,32669.27,105,169067.26,Completed
TXN0000578,2024-06-30 02:41:17,CUST00310,Anyango Ruto,Male,50,Nairobi,0740886154,M-Pesa,Buy Goods (Till),Restaurant,iOS,4400.29,40,121693.96,Completed
TXN0005224,2024-06-30 02:57:42,CUST00618,Nyokabi Amollo,Male,30,Meru,0723287811,M-Pesa,Withdraw Cash,N/A,Android,24533.15,108,114095.2,Completed
TXN0001324,2024-06-30 09:35:02,CUST00552,Gitau Onyango,Female,61,Meru,0790733896,M-Pesa,Pay Bill,SACCO,Android,97593.71,100,155292.48,Completed
TXN0004431,2024-06-30 10:12:36,CUST00195,Njoroge Otieno,Male,35,Nairobi,0790147751,M-Pesa,Send Money,N/A,Feature Phone,6485.81,87,19293.52,Completed
TXN0000133,2024-06-30 11:03:23,CUST00268,Nyambura Wabwire,Male,69,Nakuru,0740292051,M-Pesa,Send Money,N/A,Feature Phone,9214.34,55,118802.45,Completed
TXN0000720,2024-06-30 11:40:14,CUST00296,Nyokabi Ruto,Female,36,Nairobi,0759457613,M-Pesa,Buy Goods (Till),Fuel Station,Android,17282.8,55,126785.92,Completed
TXN0000933,2024-06-30 12:05:53,CUST00642,Otieno Kimani,Female,41,Garissa,0111624773,T-Kash,Pay Bill,Water Utility,iOS,81584.61,108,121413.42,Completed
TXN0001826,2024-06-30 13:46:33,CUST00749,Omondi Sang,Female,38,Nairobi,0111672532,M-Pesa,Send Money,N/A,Android,36059.26,105,100203.51,Completed
TXN0000132,2024-06-30 15:10:11,CUST00351,Nyokabi Waweru,Male,37,Bungoma,0701947389,M-Pesa,Pay Bill,SACCO,Feature Phone,52613.33,100,64553.46,Completed
TXN0003891,2024-06-30 16:19:56,CUST00066,Cheruiyot Wabwire,Female,69,Nakuru,0710405588,M-Pesa,Withdraw Cash,N/A,Android,8351.12,87,190527.14,Completed
TXN0002225,2024-06-30 16:38:17,CUST00244,Kipchoge Ruto,Female,42,Nakuru,0701042851,M-Pesa,Send Money,N/A,Android,14317.2,62,110390.85,Completed
TXN0002746,2024-06-30 17:43:21,CUST00705,Auma Wekesa,Female,67,Nakuru,0111449661,T-Kash,Send Money,N/A,iOS,35445.45,105,238429.02,Completed
TXN0002470,2024-06-30 20:51:27,CUST00676,Anyango Ruto,Male,18,Nairobi,0701158490,M-Pesa,Send Money,N/A,Android,26071.9,105,235646.07,Completed
TXN0000239,2024-06-30 21:07:06,CUST00370,Rotich Sang,Male,58,Nakuru,0790535361,M-Pesa,Airtime Purchase,N/A,iOS,630.79,0.0,46035.01,Completed
TXN0002589,2024-06-30 21:27:05,CUST00662,Auma Njuguna,Female,49,Meru,0759996566,M-Pesa,Buy Goods (Till),Restaurant,Android,6586.0,0.0,226009.44,Failed
TXN0005350,2024-06-30 22:45:57,CUST00725,Onyango Otieno,Female,52,Nairobi,0701125970,Airtel Money,Deposit Cash,N/A,Feature Phone,6236.23,0.0,182138.81,Failed
TXN0004129,2024-07-01 00:13:49,CUST00754,Akinyi Ochieng,Female,19,Nairobi,0722198720,M-Pesa,Withdraw Cash,N/A,Feature Phone,43174.89,108,187103.68,Completed
TXN0005882,2024-07-01 02:15:15,CUST00662,Auma Njuguna,Female,49,Meru,0759996566,M-Pesa,Send Money,N/A,Android,17455.58,62,184521.7,Completed
TXN0000504,2024-07-01 06:00:07,CUST00733,Rotich Barasa,Female,62,Machakos,0723981664,M-Pesa,Pay Bill,Rent,Feature Phone,17856.11,55,150902.18,Completed
TXN0004671,2024-07-01 08:43:56,CUST00785,Auma Kiplagat,Female,64,Mombasa,0722938537,M-Pesa,Send Money,N/A,Android,25095.01,105,160813.52,Completed
TXN0000443,2024-07-01 10:24:39,CUST00235,Kibet Kiprono,Female,28,Nyeri,0768796196,Airtel Money,Withdraw Cash,N/A,Feature Phone,29693.93,100,122146.98,Completed
TXN0000039,2024-07-01 11:24:54,CUST00465,Mutua Musyoka,Female,41,Bomet,0722129615,M-Pesa,Send Money,N/A,Android,9430.96,87,177845.47,Completed
TXN0004300,2024-07-01 11:26:01,CUST00634,Waweru Wekesa,Male,71,Mombasa,0790558577,Airtel Money,Send Money,N/A,Feature Phone,25738.49,100,37861.54,Completed
TXN0005905,2024-07-01 12:32:50,CUST00642,Otieno Kimani,Female,41,Garissa,0111624773,T-Kash,Withdraw Cash,N/A,iOS,9045.47,55,113940.31,Completed
TXN0003984,2024-07-01 13:13:50,CUST00080,Wairimu Karanja,Female,59,Nakuru,0768299802,M-Pesa,Buy Goods (Till),Hardware,iOS,5968.71,62,10470.09,Completed
TXN0000895,2024-07-01 13:37:04,CUST00753,Kibet Sang,Female,40,Nakuru,0759740294,M-Pesa,Buy Goods (Till),Hardware,Feature Phone,2784.56,33,144137.29,Completed
TXN0001736,2024-07-01 16:46:53,CUST00132,Wafula Sang,Female,28,Kisumu,0759484034,M-Pesa,Withdraw Cash,N/A,Android,16632.75,55,172957.05,Completed
TXN0005967,2024-07-01 16:47:43,CUST00388,Njoroge Kiplagat,Male,43,Garissa,0790446051,Airtel Money,Pay Bill,Internet (ISP),Android,113811.52,108,171262.48,Completed
TXN0001125,2024-07-01 16:52:00,CUST00084,Onyango Kimani,Female,19,Nairobi,0701841748,M-Pesa,Withdraw Cash,N/A,Android,47727.31,105,172566.85,Completed
TXN0003882,2024-07-01 16:54:39,CUST00431,Onyango Sang,Female,61,Kilifi,0740569300,M-Pesa,Withdraw Cash,N/A,Android,11379.99,55,87074.5,Completed
TXN0002299,2024-07-01 17:05:04,CUST00096,Chebet Omollo,Female,45,Machakos,0759087270,M-Pesa,Buy Goods (Till),Supermarket,Android,10616.8,55,240747.78,Completed
TXN0004840,2024-07-01 17:06:25,CUST00633,Barasa Omollo,Male,56,Uasin Gishu,0710076935,Airtel Money,Deposit Cash,N/A,Android,130486.15,0.0,87522.98,Completed
TXN0002126,2024-07-01 18:43:37,CUST00230,Ndungu Omollo,Female,19,Turkana,0790095799,M-Pesa,Pay Bill,DSTV/GOTV,Android,76199.45,0.0,198339.53,Failed
TXN0005268,2024-07-01 19:40:22,CUST00139,Jelagat Mutiso,Male,44,Nairobi,0740479870,M-Pesa,Pay Bill,SACCO,Android,49195.91,108,106516.74,Completed
TXN0004875,2024-07-01 20:05:33,CUST00767,Ochieng Owuor,Male,28,Kilifi,0723083435,M-Pesa,Buy Goods (Till),Hardware,Android,22824.58,100,145753.29,Completed
TXN0003218,2024-07-01 20:08:24,CUST00397,Nasike Makau,Male,62,Machakos,0790482569,M-Pesa,Pay Bill,DSTV/GOTV,Android,46437.51,105,155112.47,Completed
TXN0004298,2024-07-01 20:17:44,CUST00663,Atieno Cheptoo,Male,71,Nairobi,0710623160,M-Pesa,Deposit Cash,N/A,Android,111566.4,0.0,109650.45,Completed
TXN0004325,2024-07-01 22:27:04,CUST00690,Auma Amollo,Male,43,Kisumu,0759891737,M-Pesa,Airtime Purchase,N/A,Android,265.55,0.0,238454.54,Completed
TXN0005502,2024-07-01 23:38:04,CUST00034,Onyango Waweru,Male,58,Uasin Gishu,0768426077,M-Pesa,Send Money,N/A,Android,39307.17,0.0,172738.27,Reversed
TXN0002339,2024-07-02 03:53:58,CUST00768,Wanjiku Amollo,Female,40,Kiambu,0111878951,M-Pesa,Airtime Purchase,N/A,Feature Phone,1421.98,0.0,108658.38,Completed
TXN0002854,2024-07-02 06:53:35,CUST00207,Akinyi Kimani,Male,28,Mombasa,0740614680,M-Pesa,Send Money,N/A,Feature Phone,44134.98,105,76403.6,Completed
TXN0005292,2024-07-02 07:11:15,CUST00219,Chelagat Sang,Female,30,Nyeri,0759720423,Airtel Money,Buy Goods (Till),Pharmacy,Feature Phone,6728.62,62,220622.35,Completed
TXN0005749,2024-07-02 07:18:10,CUST00682,Cheruiyot Gichuru,Female,69,Nairobi,0759618611,M-Pesa,Deposit Cash,N/A,Android,28122.1,0.0,84876.24,Completed
TXN0003491,2024-07-02 10:41:55,CUST00342,Ndungu Kimani,Female,43,Kiambu,0701797541,Airtel Money,Airtime Purchase,N/A,Android,642.42,0.0,11831.28,Completed
TXN0001406,2024-07-02 14:02:29,CUST00253,Njeri Barasa,Male,63,Kisumu,0710755182,M-Pesa,Buy Goods (Till),Supermarket,Android,14336.1,87,227753.39,Completed
TXN0005496,2024-07-02 14:35:47,CUST00372,Moraa Waweru,Female,67,Meru,0710413559,M-Pesa,Send Money,N/A,Android,57628.57,100,150574.11,Completed
TXN0005453,2024-07-02 16:58:57,CUST00130,Gitau Musyoka,Female,47,Nairobi,0710377891,M-Pesa,Buy Goods (Till),Electronics,Android,15919.46,87,233757.93,Completed
TXN0005133,2024-07-02 17:02:03,CUST00316,Nabwire Kiprono,Male,21,Nairobi,0710549687,Airtel Money,Pay Bill,Electricity (KPLC),iOS,85318.92,105,202204.69,Completed
TXN0003672,2024-07-02 18:07:02,CUST00484,Mumbi Karanja,Male,30,Nairobi,0111017253,Airtel Money,Pay Bill,Insurance,Feature Phone,79623.53,105,203089.04,Completed
TXN0005690,2024-07-02 19:02:03,CUST00091,Kirui Waweru,Male,47,Kiambu,0111339581,M-Pesa,Pay Bill,Water Utility,Android,69663.64,100,58412.32,Completed
TXN0004075,2024-07-02 20:30:17,CUST00190,Jelagat Njuguna,Male,45,Nakuru,0740278018,M-Pesa,Buy Goods (Till),Fuel Station,Android,2972.69,45,217711.93,Completed
TXN0000116,2024-07-02 20:51:32,CUST00736,Nafula Omollo,Female,18,Turkana,0768007857,M-Pesa,Airtime Purchase,N/A,Android,1903.22,0.0,122575.12,Completed
TXN0001680,2024-07-02 21:28:28,CUST00695,Rotich Kimani,Female,56,Uasin Gishu,0701225871,M-Pesa,Deposit Cash,N/A,Feature Phone,16035.79,0.0,27911.51,Completed
TXN0000137,2024-07-02 22:00:41,CUST00450,Wairimu Wekesa,Male,28,Bungoma,0701502454,M-Pesa,Withdraw Cash,N/A,Feature Phone,22453.49,105,182738.71,Completed
TXN0000513,2024-07-02 22:48:45,CUST00716,Moraa Njoroge,Female,38,Kilifi,0111970471,Airtel Money,Buy Goods (Till),Clothing,Android,15074.52,87,26582.03,Completed
TXN0001917,2024-07-03 05:17:24,CUST00568,Kirui Ochieng,Female,38,Nairobi,0111298025,M-Pesa,Send Money,N/A,Android,20898.62,108,4036.35,Completed
TXN0001450,2024-07-03 06:17:27,CUST00681,Kiprop Sang,Female,45,Nairobi,0710712127,M-Pesa,Withdraw Cash,N/A,Android,28371.81,105,199459.08,Completed
TXN0004412,2024-07-03 06:46:14,CUST00572,Nafula Onyango,Female,40,Kericho,0740550753,M-Pesa,Buy Goods (Till),Hardware,Android,6051.26,87,215026.61,Completed
